コード,略称,名称,名称,カタカナ,郵便番号,住所1,住所2,TEL,FAX,携帯,社員ID,社員氏名,アシスタントID,アシスタント氏名,適格事業者登録番号,免税事業者,事業所ID,事業所名,部署コード,部署名,得意先,一般仕入,外注仕入,得意先締日,支払サイクル,支払日,回収区分,基準金額,以上回収条件,以上手形サイト,以上回収方法,未満回収条件,未満手形サイト,未満回収方法,諸口売り,消費税算出区分,インボイス,消費税端数処理,金額端数処理,送り状単価印字,与信限度額,月間取引限度額,請求書発行優先,納品書発行優先,納品書書式,受注用FAX番号,ミルシート送付方法,相殺仕入先,請求書送付先,納品書送付先,領収書送付先,与信額登録先,ミルシート送付先,比重区分,重量計算区分,納品区分,納品号車,代表者氏名,代表者住所,業種1,業種2,業種3,取扱品目,創立年月日,資本金,従業員数,平均月商,粗利益率,決算売上額,納品締切日,取引銀行1,取引銀行2,取引銀行3,主要仕入先1,主要仕入先2,主要仕入先3,主要販売先1,主要販売先2,主要販売先3,仕入先締め日,支払サイクル2,支払日,基準金額,以上支払条件,以上手形サイト,未満支払条件,未満支払条件,附帯条件,消費税算出区分,消費税端数処理,金額端数処理,発注書FAX処理,発注書FAX送信番号,発注書担当者名,仕入納品区分,仕入号車,納品先,受注不可,使用不可,発注書形式,緯度,経度,登録日
312202,共立金属工業㈱,共立金属工業㈱,,ｷｮｳﾘﾂｷﾝｿﾞｸｺｳｷﾞｮｳｶﾌﾞ,574-0057,大阪府大東市新田西町4-1,,072-874-2451,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.708897,135.598511,17/06/09
312203,幸福商事,幸福商事,,ｺｳﾌｸｼｮｳｼﾞ,544-0014,大阪府大阪市生野区巽東3-11-33,,06-6757-0105,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,17,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.652168,135.559464,17/07/04
312204,㈱ﾆｯｾｲｴﾝｼﾞﾆｱﾘﾝｸﾞ　第三工場,㈱ﾆｯｾｲｴﾝｼﾞﾆｱﾘﾝｸﾞ　第三工場,,ﾆｯｾｲｴﾝｼﾞﾆｱﾘﾝｸﾞ ﾀﾞｲｻﾝ,566-0064,大阪府摂津市鳥飼中2-7-15,,072-697-8775,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.782017,135.591354,17/07/25
312205,栄鋼機工㈱　レーザー工場,栄鋼機工㈱　レーザー工場,,ｴｲｺｳｷｺｳｶﾌﾞ ﾚｰｻﾞｰｺｳｼﾞｮｳ,566-0064,大阪府摂津市鳥飼中3-4-36,,0726-53-0212,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.783665,135.587616,17/07/25
312206,ジェミニ工業㈱,ジェミニ工業㈱,,ｼﾞｪﾐﾆｺｳｷﾞｮｳｶﾌﾞ,661-0965,兵庫県尼崎市次屋3-14-24,,06-6494-0678,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.743599,135.444351,17/07/25
312207,下平金属工業㈱,下平金属工業㈱,,ｼﾀﾋﾗｷﾝｿﾞｸｺｳｷﾞｮｳｶﾌﾞ,581-0092,大阪府八尾市老原8-92,,0729-92-2678,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,14,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.606895,135.597458,17/07/25
312208,㈱三協製作所,㈱三協製作所,,ｻﾝｮｳｾｲｻｸｼｮ,578-0901,大阪府東大阪市加納5-10-43,,072-872-0191,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,17,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.700027,135.630478,17/07/25
312209,美和自動車㈱,美和自動車㈱,,ﾐﾜｼﾞﾄﾞｳｼｬｶﾌﾞ,572-0073,大阪府寝屋川市池田北町23-19,,072-829-0324,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.781357,135.612854,17/07/28
31221,㈱天吉,㈱天吉,,ﾃﾝﾖｼ,581-0822,大阪府八尾市高砂町3-3-16,,0729-98-3407,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,0,0,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.649414,135.612503,17/10/10
312210,㈱マツダ,㈱マツダ,,ﾏﾂﾀﾞ,566-0043,大阪府摂津市一津屋3-6-2,,06-6300-7899,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.765694,135.564697,17/10/10
312211,㈲今道金属製作所,㈲今道金属製作所,,ｲﾏﾐﾁｷﾝｿﾞｸｾｲｻｸｼｮ,533-0005,大阪府大阪市東淀川区瑞光5-9-23,,06-6329-3134,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.752234,135.553804,17/10/10
312212,㈱天吉,㈱天吉,,ﾃﾝﾖｼ,581-0822,大阪府八尾市高砂町3-3-16,,0729-98-3407,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,17,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.649414,135.612503,17/10/10
312213,㈱ラミア製作所,㈱ラミア製作所,,ﾗﾐｱｾｲｻｸｼｮ,561-0841,大阪府豊中市名神口1-6-4,,06-6865-0901,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.756344,135.464172,17/10/10
312214,日通商事,日通商事,,ﾆｯﾂｳｼｮｳｼﾞ,570-0003,大阪府守口市大日町1-5-3,,06-6903-7686,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.751198,135.576248,17/10/10
312215,㈱松三製作所,㈱松三製作所,,ﾏﾂﾐｾｲｻｸｼｮ,557-0063,大阪府大阪市西成区南津守5-8-31,,06-6658-0685,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,19,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.645931,135.482529,17/12/21
312216,ナガセ金属工業㈱,ナガセ金属工業㈱,,ﾅｶﾞｾｷﾝｿﾞｸｺｳｷﾞｮｳｶﾌﾞ,581-0039,大阪府八尾市太田新町6-218,,072-948-8600,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,14,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.592899,135.599503,18/01/22
312217,大和エンジニアリング㈱,大和エンジニアリング㈱,,ﾔﾏﾄｴﾝｼﾞﾆｱﾘﾝｸﾞｶﾌﾞ,570-0011,大阪府守口市金田町4-1-22,,06-6903-7755,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.760777,135.591446,18/02/09
312218,片浦電気㈱,片浦電気㈱,,ｶﾀｳﾗﾃﾞﾝｷｶﾌﾞ,532-0035,大阪府大阪市淀川区三津屋南3-16-22,,06-6302-3485,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.723476,135.466507,18/02/09
312219,㈲カシマテック,㈲カシマテック,,ｶｼﾏﾃｯｸ,555-0001,大阪府大阪市西淀川区佃4-6-6,,06-6478-7771,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.711906,135.438324,18/02/22
312220,N.K板金工,N.K板金工（明光ﾃｸﾉｽ内）,,ｴﾇ･ｹｰﾊﾞﾝｷﾝｺｳ,561-0891,大阪府豊中市走井3-5-14,,08014390491,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.783741,135.449158,18/03/07
312221,小田鋼機㈱　豊中第2工場,小田鋼機㈱　豊中第2工場,,ｵﾀﾞｺｳｷｶﾌﾞ ﾄﾖﾅｶﾀﾞｲ2ｺｳｼﾞｮｳ,561-0805,大阪府豊中市原田南2-8-5,,06-6458-5271,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.767117,135.454803,18/03/16
3122215,㈱岩城鐵工所,㈱岩城鐵工所,,ｲﾜｼﾛﾃｯｺｳｼｮ,538-0052,大阪府大阪市鶴見区横堤3-8-31,,06-6911-3865,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,66,13,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.702847,135.572784,17/10/27
312222,㈱アイムス,㈱アイムス,,ｱｲﾑｽ,578-0903,大阪府東大阪市今米2-7-1,,072-964-0698,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,17,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.685135,135.627991,18/03/20
312223,三和工業㈱,三和工業㈱,,ｻﾝﾜｺｳｷﾞｮｳｶﾌﾞ,566-0052,大阪府摂津市鳥飼本町5-1-43,,072-653-4415,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.778179,135.577286,18/03/22
312224,高嶺精機㈱,高嶺精機㈱,,ﾀｶﾐﾈｾｲｷｶﾌﾞ,577-0063,大阪府東大阪市川俣1-8-23,,06-6788-5663,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,17,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.681332,135.574112,18/04/02
312225,㈱美装,㈱美装,,ﾋﾞｿｳ,614-8105,京都府八幡市川口擬宝珠3-1,,075-925-9698,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,1,1,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.876801,135.726395,18/04/06
312226,トラスト機工,トラスト機工,,ﾄﾗｽﾄｷｺｳ,566-0064,大阪府摂津市鳥飼中3-9-56,,072-652-3755,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.784145,135.589828,18/04/17
312227,㈲南工業所,㈲南工業所,,ﾐﾅﾐｺｳｷﾞｮｳｼｮ,532-0031,大阪府大阪市淀川区加島1-21-7,,06-6308-7578,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.724098,135.463135,18/04/18
312228,㈲次屋鉄工所,㈲次屋鉄工所,,ﾂｷﾞﾔﾃｯｺｳｼｮ,661-0965,兵庫県尼崎市次屋3-11-5,,06-6491-5110,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.741039,135.442459,18/04/19
312229,みさき工業㈱,みさき工業㈱,,ﾐｻｷｺｳｷﾞｮｳｶﾌﾞ,555-0001,大阪府大阪市西淀川区佃1-18-43,,06-7165-9781,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.718483,135.448303,18/04/25
312230,上野鉄工㈱　㈲広寿産業,上野鉄工㈱　㈲広寿産業,,ｳｴﾉﾃｯｺｳｶﾌﾞ ｺｳｼﾞｭｻﾝｷﾞﾖｳ,566-0052,大阪府摂津市鳥飼本町5-1-45,,0726-54-1551,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.778179,135.577286,18/05/02
312231,(有)内田屋鋼材　第２工場,(有)内田屋鋼材　第２工場,,ｳﾁﾀﾞﾔｺｳｻﾞｲ ﾀﾞｲ2ｺｳｼﾞｮｳ,555-0012,大阪府大阪市西淀川区御幣島2-26-24,,06-6478-3777,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.712097,135.455292,18/05/10
312232,㈱ダイヤテック,㈱ダイヤテック,,ﾀﾞｲﾔﾃｯｸ,536-0023,大阪府大阪市城東区東中浜8-7-19,,06-7181-1380,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,66,13,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.684093,135.55304,18/05/11
312233,日昇工業,日昇工業,,ﾆｯｼｮｳｺｳｷﾞｮｳ,561-0836,大阪府豊中市庄内宝町,,06-6334-8156,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.746967,135.462845,18/05/25
312234,㈲日本ターボメンテナンス,㈲日本ターボメンテナンス,,ﾆﾎﾝﾀｰﾎﾞﾒﾝﾃﾅﾝｽ,559-0011,大阪府大阪市住之江区北加賀屋5-5-61,,06-6659-2441,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,19,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.622917,135.473328,18/05/25
312235,泰平産業㈱　㈲広寿産業様,泰平産業㈱　㈲広寿産業様,,ﾀｲﾍｲｻﾝｷﾞｮｳ ｺｳｼﾞｭｻﾝｷﾞｮｳ,532-0035,大阪府大阪市淀川区三津屋南3-13-16,,06-6301-0317,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.724976,135.466019,18/07/02
312236,冨士工業リネンサプライ㈱,冨士工業リネンサプライ㈱,,ﾌｼﾞｺｳｷﾞｮｳﾘﾈﾝｻﾌﾟﾗｲｶﾌﾞ,533-0011,大阪府大阪市東淀川区大桐4-5-21,,06-6328-4751,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,18,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.75037,135.552429,18/07/23
312237,大裕㈱,大裕㈱,,ﾀﾞｲﾕｳ,572-0077,大阪府寝屋川市点野4-11-7,,072-829-8101,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.773136,135.603027,18/08/06
312238,ダイエー技研,ダイエー技研,,ﾀﾞｲｴｰｷﾞｹﾝ,581-0092,大阪府八尾市老原9-139,,0729-25-8651,,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,14,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.602657,135.596313,18/09/07
312239,㈱山本鐵工所,㈱山本鐵工所,,ﾔﾏﾓﾄﾃｯｺｳｼｮ,661-0965,兵庫県尼崎市次屋2丁目17-15,,06-6498-0251,06-6498-0252,,12,岸人康雄,0,*,,,1,本社,101,(大阪)営業１Ｇ,,,,31,翌月,31,一律条件,\0,,,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,67,15,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,,0,0,,34.739143,135.436755,18/09/07
3123,三幸工業㈱,三幸工業㈱,,ｻﾝｺｳｺｳｷﾞｮｳ,528-0062,滋賀県甲賀市水口町さつきヶ丘,23-2,0748-72-9151,0748-72-9153,,89,奥井淳一,173,西村奈那香,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,20,一律条件,\0,その他,,その他,,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,3123,3123,3123,3123,,通常,通常,81,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.987362,136.146027,05/01/01
3124,㈲三栄製作所,㈲三栄製作所,,ｻﾝｴｲｾｲｻｸｼｮ,520-2552,滋賀県蒲生郡竜王町小口,廣谷1278-6,0748-58-5158,0748-58-5157,,89,奥井淳一,173,西村奈那香,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,-1,,20,翌々月,5,一律条件,\0,受取手形(裏書),,集金(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,PDF,PDF,納品書,0748-58-5157,,3124,3124,3124,3124,3124,,通常,通常,81,,市川昭治,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,20,\0,振込,,,0,,請求書,四捨五入,四捨五入,自動送信しない,,,81,,,0,0,B5,35.062737,136.122574,05/01/01
